alert_id,alert_type,severity,risk_score,mmsi,timestamp,lat,lon,vessel_name,vessel_type,title,explanation,recommended_action,evidence,month
BKB-0202,AIS_GAP,HIGH,95,3081688885,2026-04-27T23:50:08+00:00,-10.58664,142.219653333,,Pilot,AIS gap of 11.3 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-27T12:29:54+00:00 → current point 2026-04-27T23:50:08+00:00 (11.3 h silence).,2026-04
BKB-0203,AIS_GAP,MEDIUM,59,3081688885,2026-04-29T03:21:34+00:00,-10.586675,142.219663333,,Pilot,AIS gap of 6.5 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-28T20:50:13+00:00 → current point 2026-04-29T03:21:34+00:00 (6.5 h silence).,2026-04
BKB-0204,AIS_GAP,MEDIUM,61,3081688885,2026-04-29T10:10:57+00:00,-10.5867433333,142.219695,,Pilot,AIS gap of 6.8 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-29T03:21:34+00:00 → current point 2026-04-29T10:10:57+00:00 (6.8 h silence).,2026-04
BKB-0205,AIS_GAP,HIGH,95,3081688885,2026-04-30T12:35:54+00:00,-10.5867083333,142.219675,,Pilot,AIS gap of 18.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-29T18:34:45+00:00 → current point 2026-04-30T12:35:54+00:00 (18.0 h silence).,2026-04
BKB-0206,AIS_GAP,MEDIUM,60,3081688885,2026-04-30T21:27:43+00:00,-10.586635,142.219675,,Pilot,AIS gap of 6.7 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-30T14:44:47+00:00 → current point 2026-04-30T21:27:43+00:00 (6.7 h silence).,2026-04
BKB-0207,AIS_GAP,HIGH,95,30920628601,2026-04-30T22:14:18+00:00,-11.3803133333,143.000271667,,Tug,AIS gap of 390.9 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-14T15:22:00+00:00 → current point 2026-04-30T22:14:18+00:00 (390.9 h silence).,2026-04
BKB-0208,AIS_GAP,HIGH,95,31300004461,2026-04-03T22:49:54+00:00,-10.5904416667,142.245998333,,Law_enforcement,AIS gap of 65.9 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-01T04:58:30+00:00 → current point 2026-04-03T22:49:54+00:00 (65.9 h silence).,2026-04
BKB-0209,AIS_GAP,HIGH,95,31300004461,2026-04-05T01:19:39+00:00,-10.5893616667,142.21991,,Law_enforcement,AIS gap of 25.4 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-03T23:54:51+00:00 → current point 2026-04-05T01:19:39+00:00 (25.4 h silence).,2026-04
BKB-0210,AIS_GAP,HIGH,95,31300004461,2026-04-07T08:24:39+00:00,-10.5905466667,142.216191667,,Law_enforcement,AIS gap of 54.1 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-05T02:19:57+00:00 → current point 2026-04-07T08:24:39+00:00 (54.1 h silence).,2026-04
BKB-0211,AIS_GAP,HIGH,95,31300004461,2026-04-07T23:19:45+00:00,-10.5865266667,142.221565,,Law_enforcement,AIS gap of 11.6 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-07T11:41:18+00:00 → current point 2026-04-07T23:19:45+00:00 (11.6 h silence).,2026-04
BKB-0212,AIS_GAP,HIGH,95,31300004461,2026-04-08T23:03:26+00:00,-10.5869966667,142.219386667,,Law_enforcement,AIS gap of 23.7 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-07T23:19:45+00:00 → current point 2026-04-08T23:03:26+00:00 (23.7 h silence).,2026-04
BKB-0213,AIS_GAP,HIGH,95,31300004461,2026-04-11T02:54:54+00:00,-10.58687,142.221626667,,Law_enforcement,AIS gap of 51.9 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-08T23:03:26+00:00 → current point 2026-04-11T02:54:54+00:00 (51.9 h silence).,2026-04
BKB-0214,AIS_GAP,HIGH,95,31300004461,2026-04-12T20:54:54+00:00,-10.5866033333,142.21919,,Law_enforcement,AIS gap of 42.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-11T02:54:54+00:00 → current point 2026-04-12T20:54:54+00:00 (42.0 h silence).,2026-04
BKB-0215,AIS_GAP,HIGH,95,31300004461,2026-04-15T06:34:41+00:00,-10.58655,142.22159,,Law_enforcement,AIS gap of 51.3 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-13T03:14:56+00:00 → current point 2026-04-15T06:34:41+00:00 (51.3 h silence).,2026-04
BKB-0216,AIS_GAP,HIGH,95,31300004461,2026-04-19T15:09:58+00:00,-10.5889566667,142.244993333,,Law_enforcement,AIS gap of 104.6 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-15T06:34:41+00:00 → current point 2026-04-19T15:09:58+00:00 (104.6 h silence).,2026-04
BKB-0217,AIS_GAP,HIGH,95,31300004461,2026-04-21T02:49:56+00:00,-10.590175,142.244235,,Law_enforcement,AIS gap of 35.7 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-19T15:09:58+00:00 → current point 2026-04-21T02:49:56+00:00 (35.7 h silence).,2026-04
BKB-0218,AIS_GAP,HIGH,95,31300004461,2026-04-21T21:19:37+00:00,-10.5883133333,142.219816667,,Law_enforcement,AIS gap of 17.5 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-21T03:49:57+00:00 → current point 2026-04-21T21:19:37+00:00 (17.5 h silence).,2026-04
BKB-0219,AIS_GAP,HIGH,95,31300004461,2026-04-23T22:39:24+00:00,-10.6046166667,142.224213333,,Law_enforcement,AIS gap of 41.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-22T05:39:59+00:00 → current point 2026-04-23T22:39:24+00:00 (41.0 h silence).,2026-04
BKB-0220,AIS_GAP,HIGH,95,31300004461,2026-04-26T22:02:44+00:00,-10.5865416667,142.221575,,Law_enforcement,AIS gap of 64.7 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-24T05:19:45+00:00 → current point 2026-04-26T22:02:44+00:00 (64.7 h silence).,2026-04
BKB-0221,AIS_GAP,HIGH,95,31300004461,2026-04-28T03:19:51+00:00,-10.5924283333,142.248153333,,Law_enforcement,AIS gap of 28.3 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-26T23:04:48+00:00 → current point 2026-04-28T03:19:51+00:00 (28.3 h silence).,2026-04
BKB-0222,AIS_GAP,HIGH,95,31300004461,2026-04-28T23:15:21+00:00,-10.590815,142.246285,,Law_enforcement,AIS gap of 19.9 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-28T03:19:51+00:00 → current point 2026-04-28T23:15:21+00:00 (19.9 h silence).,2026-04
BKB-0223,AIS_GAP,HIGH,95,31300004461,2026-04-30T22:34:57+00:00,-10.5894583333,142.231526667,,Law_enforcement,AIS gap of 46.2 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-29T00:19:57+00:00 → current point 2026-04-30T22:34:57+00:00 (46.2 h silence).,2026-04
BKB-0224,AIS_GAP,HIGH,95,31542082691,2026-04-06T00:14:50+00:00,-10.585685,142.35878,,Fishing,AIS gap of 12.3 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-05T11:54:50+00:00 → current point 2026-04-06T00:14:50+00:00 (12.3 h silence).,2026-04
BKB-0225,AIS_GAP,HIGH,95,31922002033,2026-04-07T04:19:53+00:00,-11.3140666667,141.721375,,Cargo,AIS gap of 36.1 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-05T16:14:57+00:00 → current point 2026-04-07T04:19:53+00:00 (36.1 h silence).,2026-04
BKB-0226,AIS_GAP,HIGH,95,31922002033,2026-04-12T02:09:48+00:00,-11.3591616667,142.99802,,Cargo,AIS gap of 106.3 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-07T15:49:53+00:00 → current point 2026-04-12T02:09:48+00:00 (106.3 h silence).,2026-04
BKB-0227,AIS_GAP,HIGH,95,31922002033,2026-04-13T15:09:53+00:00,-11.372975,141.71397,,Cargo,AIS gap of 25.4 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-12T13:44:57+00:00 → current point 2026-04-13T15:09:53+00:00 (25.4 h silence).,2026-04
BKB-0228,AIS_GAP,HIGH,95,31922002033,2026-04-18T14:09:55+00:00,-11.3877583333,142.994875,,Cargo,AIS gap of 94.6 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-14T15:34:00+00:00 → current point 2026-04-18T14:09:55+00:00 (94.6 h silence).,2026-04
BKB-0229,AIS_GAP,HIGH,95,31922002033,2026-04-20T21:32:00+00:00,-11.286,141.727341,,Cargo,AIS gap of 24.5 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-19T21:04:11+00:00 → current point 2026-04-20T21:32:00+00:00 (24.5 h silence).,2026-04
BKB-0230,AIS_GAP,HIGH,95,31922002033,2026-04-25T10:39:53+00:00,-11.3600566667,142.997131667,,Cargo,AIS gap of 97.3 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-21T09:19:52+00:00 → current point 2026-04-25T10:39:53+00:00 (97.3 h silence).,2026-04
BKB-0231,AIS_GAP,HIGH,95,31922002033,2026-04-27T14:54:55+00:00,-11.3415416667,141.71642,,Cargo,AIS gap of 27.9 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-26T11:00:10+00:00 → current point 2026-04-27T14:54:55+00:00 (27.9 h silence).,2026-04
BKB-0232,AIS_GAP,HIGH,95,32161948553,2026-04-06T23:18:16+00:00,-9.34407333333,141.845011667,,Unknown,AIS gap of 10.3 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-06T12:59:32+00:00 → current point 2026-04-06T23:18:16+00:00 (10.3 h silence).,2026-04
BKB-0233,AIS_GAP,HIGH,95,32161948553,2026-04-09T11:09:48+00:00,-9.35364,141.800691667,,Unknown,AIS gap of 59.9 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-06T23:18:16+00:00 → current point 2026-04-09T11:09:48+00:00 (59.9 h silence).,2026-04
BKB-0234,AIS_GAP,HIGH,95,32161948553,2026-04-24T19:35:35+00:00,-9.71865333333,141.301011667,,Unknown,AIS gap of 368.4 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-09T11:09:48+00:00 → current point 2026-04-24T19:35:35+00:00 (368.4 h silence).,2026-04
BKB-0235,AIS_GAP,HIGH,95,32161948553,2026-04-25T18:51:52+00:00,-9.61995666667,141.434078333,,Unknown,AIS gap of 23.3 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-24T19:35:35+00:00 → current point 2026-04-25T18:51:52+00:00 (23.3 h silence).,2026-04
BKB-0236,AIS_GAP,HIGH,95,3220567378,2026-04-18T01:49:37+00:00,-10.9817216667,141.159428333,,Cargo,AIS gap of 126.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-12T19:47:42+00:00 → current point 2026-04-18T01:49:37+00:00 (126.0 h silence).,2026-04
BKB-0237,AIS_GAP,HIGH,95,3220567378,2026-04-30T20:14:07+00:00,-11.4472783333,142.98385,,Cargo,AIS gap of 281.5 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-19T02:44:53+00:00 → current point 2026-04-30T20:14:07+00:00 (281.5 h silence).,2026-04
BKB-0238,AIS_GAP,HIGH,95,32335339303,2026-04-13T13:49:41+00:00,-11.335985,142.992576667,,Cargo,AIS gap of 245.9 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-03T07:54:48+00:00 → current point 2026-04-13T13:49:41+00:00 (245.9 h silence).,2026-04
BKB-0239,AIS_GAP,HIGH,95,32335339303,2026-04-15T17:46:27+00:00,-11.3145466667,141.431691667,,Cargo,AIS gap of 39.4 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-14T02:24:52+00:00 → current point 2026-04-15T17:46:27+00:00 (39.4 h silence).,2026-04
BKB-0240,AIS_GAP,HIGH,95,32455410765,2026-04-22T23:08:48+00:00,-10.5975483333,142.239,,Pleasure,AIS gap of 12.2 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-22T10:56:48+00:00 → current point 2026-04-22T23:08:48+00:00 (12.2 h silence).,2026-04
BKB-0241,AIS_GAP,HIGH,95,3277236545,2026-04-15T22:56:36+00:00,-10.586815,142.219361667,,Passenger,AIS gap of 328.1 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-02T06:48:49+00:00 → current point 2026-04-15T22:56:36+00:00 (328.1 h silence).,2026-04
BKB-0242,AIS_GAP,HIGH,95,3277236545,2026-04-28T03:54:35+00:00,-10.5884083333,142.218038333,,Passenger,AIS gap of 287.2 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-16T04:44:39+00:00 → current point 2026-04-28T03:54:35+00:00 (287.2 h silence).,2026-04
BKB-0243,AIS_GAP,HIGH,95,3277236545,2026-04-28T19:59:54+00:00,-10.5882266667,142.2181,,Passenger,AIS gap of 14.9 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-28T05:06:56+00:00 → current point 2026-04-28T19:59:54+00:00 (14.9 h silence).,2026-04
BKB-0244,AIS_GAP,HIGH,95,3277236545,2026-04-29T22:46:44+00:00,-10.58839,142.218021667,,Passenger,AIS gap of 15.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-29T07:44:26+00:00 → current point 2026-04-29T22:46:44+00:00 (15.0 h silence).,2026-04
BKB-0245,AIS_GAP,HIGH,95,3277236545,2026-04-30T19:52:37+00:00,-10.588345,142.218053333,,Passenger,AIS gap of 15.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-30T04:51:18+00:00 → current point 2026-04-30T19:52:37+00:00 (15.0 h silence).,2026-04
BKB-0246,AIS_GAP,HIGH,95,33317680714,2026-04-04T18:34:42+00:00,-11.38742,141.919866667,,Other,AIS gap of 50.7 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-02T15:54:34+00:00 → current point 2026-04-04T18:34:42+00:00 (50.7 h silence).,2026-04
BKB-0247,AIS_GAP,HIGH,95,33317680714,2026-04-12T12:16:29+00:00,-11.38012,141.92142,,Other,AIS gap of 67.4 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-09T16:54:52+00:00 → current point 2026-04-12T12:16:29+00:00 (67.4 h silence).,2026-04
BKB-0248,AIS_GAP,HIGH,95,33317680714,2026-04-19T19:09:53+00:00,-11.4251733333,141.908068333,,Other,AIS gap of 49.4 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-17T17:43:48+00:00 → current point 2026-04-19T19:09:53+00:00 (49.4 h silence).,2026-04
BKB-0249,AIS_GAP,HIGH,95,33317680714,2026-04-22T23:29:57+00:00,-9.223665,142.222338333,,Other,AIS gap of 17.9 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-22T05:34:17+00:00 → current point 2026-04-22T23:29:57+00:00 (17.9 h silence).,2026-04
BKB-0250,AIS_GAP,HIGH,95,33317680714,2026-04-25T16:39:39+00:00,-11.3829383333,141.920548333,,Other,AIS gap of 39.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-24T01:42:26+00:00 → current point 2026-04-25T16:39:39+00:00 (39.0 h silence).,2026-04
BKB-0251,AIS_GAP,HIGH,95,33924832003,2026-04-24T18:57:43+00:00,-9.73727666667,141.459035,,Unknown,AIS gap of 11.7 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-24T07:16:01+00:00 → current point 2026-04-24T18:57:43+00:00 (11.7 h silence).,2026-04
BKB-0252,AIS_GAP,HIGH,95,33924832003,2026-04-25T06:57:36+00:00,-9.78427833333,141.395221667,,Unknown,AIS gap of 12.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-24T18:57:43+00:00 → current point 2026-04-25T06:57:36+00:00 (12.0 h silence).,2026-04
BKB-0253,AIS_GAP,HIGH,95,33924832003,2026-04-26T06:50:33+00:00,-9.78802,141.411108333,,Unknown,AIS gap of 19.2 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-25T11:36:06+00:00 → current point 2026-04-26T06:50:33+00:00 (19.2 h silence).,2026-04
BKB-0254,AIS_GAP,MEDIUM,73,33924832003,2026-04-26T18:54:34+00:00,-9.75862333333,141.438845,,Unknown,AIS gap of 7.4 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-26T11:30:01+00:00 → current point 2026-04-26T18:54:34+00:00 (7.4 h silence).,2026-04
BKB-0255,AIS_GAP,HIGH,95,33924832003,2026-04-27T11:27:21+00:00,-9.77325,141.40136,,Unknown,AIS gap of 11.9 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-26T23:34:37+00:00 → current point 2026-04-27T11:27:21+00:00 (11.9 h silence).,2026-04
BKB-0256,AIS_GAP,HIGH,95,33924832003,2026-04-28T13:27:38+00:00,-9.761315,141.437961667,,Unknown,AIS gap of 26.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2026-04-27T11:27:21+00:00 → current point 2026-04-28T13:27:38+00:00 (26.0 h silence).,2026-04
